"id_survey","date_of_survey","ticket_system","overall_rating","customer_service","features","value_for_money","ease_of_use","likelihood_to_recommend","overall_text"
"T_03599",2024-12-13,"Zoho Desk",5,4,5,5,5,9,"Pros:Way cheaper than zendesk, great reports and easier customizations. The analytics is very insightfull, the prices are very affordable for any business and even the trial version is already better than any other"
"T_00952",2024-10-25,"Freshdesk",,,,,,,
"T_02883",2024-12-04,"Zoho Desk",4,1,4,5,4,10,"Great Tools for Free"
"T_01578",2024-11-09,"Freshdesk",,,,,,,
"T_02058",2024-11-18,"Zendesk",5,5,5,5,5,9,"Zendesk is a great tracking tool for handling all kinds of issue tickets from customer issues to internal IT issues. It's been a lifesaver for being able to keep track of all client issues in one place."
"T_04207",2024-12-21,"Zendesk",3,0,2,2,3,4,"I would not recommend Zendesk unless you work for a very large company that has the resources to create reporting and to manage such a robust software. Zendesk is not an out-of-the-box tool anymore and can be a lot to manage."
"T_01747",2024-11-12,"Zendesk",,,,,,,
"T_02117",2024-11-19,"Freshdesk",,,,,,,
"T_04309",2024-12-23,"Zoho Desk",5,4,5,5,5,8,"Pros:Zoho has all the features we need in our company. We use Zoho Desk, Zoho Reports and Zoho CRM to manage all our customers and tickets."
"T_02140",2024-11-20,"Zoho Desk",,,,,,,
"T_03653",2024-12-14,"Zoho Desk",,,,,,,
"T_01450",2024-11-06,"otrs",5,3,5,5,5,10,"Pros:the most i liked about this software is it is afastest communicating have best response with in sec which makes our daily usage more and give the best expirence in front and has the fastest resolution from the otrs tech team if any issues are given"
"T_03319",2024-12-09,"Jira Service Management",,,,,,,
"T_03598",2024-12-13,"Zoho Desk",4,0,3,3,4,7,"Work reviews and performance monitoring easily on single touch on ZOHO apps."
"T_02431",2024-11-26,"Zendesk",,,,,,,
"T_00264",2024-10-07,"Freshdesk",5,3,4,5,5,6,"The reports are very clean and the navigation and customisation are very handy when we are concerned for the clients."
"T_03088",2024-12-06,"ServiceNow",,,,,,,
"T_00817",2024-10-21,"Zendesk",,,,,,,
"T_02665",2024-12-01,"Zoho Desk",4,0,4,4,4,7,"Pros:It has alot of features to offer. Telephony integration is one good option as I can. Also the Chat, email and many other features."
"T_03259",2024-12-09,"Zoho Desk",,,,,,,
"T_01381",2024-11-05,"Zendesk",,,,,,,
"T_00041",2024-10-02,"Zoho Desk",5,4,5,5,5,8,"This tool helps our team to manage invoices and support related issues and personally, I'm satisfied with it."
"T_00025",2024-10-01,"Zendesk",5,5,4,4,5,8,"Great!we have been pleased by the majority ofZD features"
"T_02942",2024-12-04,"ServiceNow",,,,,,,
"T_00138",2024-10-04,"Zendesk",,,,,,,
"T_01645",2024-11-10,"ServiceNow",,,,,,,
"T_03008",2024-12-05,"Zendesk",,,,,,,
"T_00113",2024-10-03,"Zendesk",4,5,5,5,4,8,"I would recommend ZenDesk to businesses of ALL sizes, the flexibility of the software allows for scaling as your company grows and allows your Call Center teams to maximize their time spent addressing issues and ultimately help the customer, at a quicker pace! Love ZenDesk!"
"T_02069",2024-11-18,"Zendesk",,,,,,,
"T_04888",2024-12-30,"Jira Service Management",5,3,5,5,5,8,"We like this application suit and module workflows and interfaces are quite easy to use. We've found these pleasant to view and user friendly."
"T_00352",2024-10-09,"Zendesk",5,5,5,5,5,8,"Provides a great cloud-based solution to support our customer base."
"T_01591",2024-11-09,"Zendesk",4,3,4,4,5,8,"Pros:Zendesk was very easy to setup and get started with.It was easily integrated into our platform through the REST API.Our customers find it easy to enter in support tickets with enough information and our agents find it extremely easy to work with and search for information.It has plenty of add-ons for linking to popular platforms like JIRA, Salesforce, Slack and so on."
"T_01089",2024-10-28,"Zendesk",,,,,,,
"T_04385",2024-12-24,"Zoho Desk",,,,,,,
"T_03688",2024-12-14,"Freshdesk",,,,,,,
"T_02455",2024-11-27,"Zoho Desk",5,3,4,5,5,9,"By delivering a plethora of applications in one convenient package, Zoho One helps organizations with a wide range of issues. The technologies work together seamlessly, eliminating the need to jump between applications to complete a single task. This helps organizations save a ton of money and effort, which they can use into expansion rather than managing various software systems. Furthermore, teams are able to collaborate and produce superior outcomes because to the well-integrated and user-friendly tools available across all platforms. This facilitates effective communication and collaboration among geographically dispersed teams."
"T_01790",2024-11-13,"Zendesk",,,,,,,
"T_03517",2024-12-12,"Zoho Desk",,,,,,,
"T_01135",2024-10-30,"Zoho Desk",5,4,5,5,4,10,"Pros:The sheer number of features and application that could be used together with Zoho is amazing. Without Zoho we needed to use a patchwork of mostly average SaaS products which were almost impossible to properly integrate with each other. Zoho solved that problem admirably"
"T_04878",2024-12-30,"Zendesk",,,,,,,
"T_01350",2024-11-05,"Zoho Desk",5,4,4,5,4,6,"If you want all clients information in one place and easy to use, Zoho desk is for you."
"T_02701",2024-12-01,"Zendesk",5,5,5,5,5,10,"I have been using it for 2 + years and I am satisfied with what Zendesk is capable of.)"
"T_00169",2024-10-05,"Zoho Desk",4,5,4,2,5,7,"have a real control of cases and not forget any"
"T_01086",2024-10-28,"Zendesk",5,3,5,5,5,10,"I've been using it for a while and so far it's been easy to implement and team members get used to it quickly."
"T_01735",2024-11-12,"Freshdesk",,,,,,,
"T_01604",2024-11-09,"ServiceNow",,,,,,,
"T_04549",2024-12-26,"Freshdesk",,,,,,,
"T_02398",2024-11-25,"Zendesk",,,,,,,
"T_04753",2024-12-29,"Zoho Desk",5,3,5,5,5,7,"It helped us reach our customers from single platform."
"T_01805",2024-11-13,"Jira Service Management",,,,,,,
"T_02760",2024-12-02,"Zendesk",,,,,,,
"T_03998",2024-12-18,"ServiceNow",4,4,5,4,3,8,"Overall experience has been great as it does the job for my business requirements."
"T_00651",2024-10-17,"Zendesk",4,2,5,3,4,7,"I've used Zendesk for several years and was key in its implementation into my department's ticketing process. I see no need to explore other options as Zendesk does everything I need and more."
"T_03562",2024-12-12,"Zendesk",,,,,,,
"T_03797",2024-12-15,"Jira Service Management",4,2,5,4,5,6,"I would recommend JIRA as one of the best project Management tools to be used especially for Agile projects as it has everything you need to manage and track your project from the inception to the end delivery."
"T_01031",2024-10-27,"Freshdesk",5,4,5,5,5,8,"Being able to control support queries and set up rules that allocate them to certain groups is overwhelmingly helpful. This not only saves time but ensures that no query is missed."
"T_00733",2024-10-19,"Zendesk",,,,,,,
"T_00809",2024-10-21,"Zendesk",3,1,4,4,4,5,"It has its ups and downs but in general it is working quite nicely and the topics that can be complained about are usually not a deal breaker."
"T_02953",2024-12-04,"Jira Service Management",4,3,4,4,4,9,"It has help in turn around response to tickets and helps in identifying unresolved ticket on the spot."
"T_02096",2024-11-19,"Zoho Desk",5,5,5,5,5,8,"Fully integrated customer support"
"T_04169",2024-12-21,"Zoho Desk",,,,,,,
"T_03407",2024-12-10,"Zendesk",4,4,5,5,3,8,"Kept my email inbox from being overrun with customer service requests."
"T_03614",2024-12-13,"Freshdesk",5,4,5,5,5,8,"I am glad that I can rely on Freshdesk to currate and manage our customers support channel experience."
"T_03111",2024-12-07,"Zoho Desk",4,3,5,5,4,7,"I am satisfied using this software."
"T_02826",2024-12-03,"Zoho Desk",5,2,5,5,4,8,"Easy customer handling"
"T_00085",2024-10-03,"Zoho Desk",,,,,,,
"T_00938",2024-10-25,"Zoho Desk",,,,,,,
"T_01048",2024-10-27,"Zendesk",,,,,,,
"T_04367",2024-12-23,"Jira Service Management",,,,,,,
"T_03545",2024-12-12,"Freshdesk",,,,,,,
"T_02379",2024-11-25,"Freshdesk",5,5,5,5,5,8,"like this for IT ticket. I have utilized other likewise yet Freshdesk have more highlights then some other item."
"T_04763",2024-12-29,"Freshdesk",,,,,,,
"T_00911",2024-10-24,"Freshdesk",,,,,,,
"T_01163",2024-10-30,"Zendesk",,,,,,,
"T_02444",2024-11-26,"Zendesk",5,5,5,3,4,7,"Pros:The interface il very friendly and it's clear"
"T_03778",2024-12-15,"Zendesk",4,2,3,2,4,6,"Pros:This is a very good product for keeping track of tickets.End users can easily track their issues and see what state they are in (if updated by developer).Most modifications are very easy.Interfaces great with JIRA."
"T_03317",2024-12-09,"Jira Service Management",,,,,,,
"T_00110",2024-10-03,"Zendesk",,,,,,,
"T_00564",2024-10-15,"Freshdesk",,,,,,,
"T_03700",2024-12-14,"Zendesk",,,,,,,
"T_02235",2024-11-22,"Freshdesk",5,4,4,3,5,5,"With Freshdesk we were able to quickly automate the workflow and meet the SLA's of the areas in a fast and agile way"
"T_04563",2024-12-26,"Zendesk",,,,,,,
"T_02155",2024-11-20,"Zendesk",,,,,,,
"T_00856",2024-10-22,"Jira Service Management",4,4,4,4,3,5,"Pros:Good Ticketing System, Seamless Collaboration, Agile Methodology Support."
"T_02017",2024-11-17,"Jira Service Management",3,2,4,4,4,5,"Efficient tool to manage tickets."
"T_01601",2024-11-09,"Zendesk",5,4,5,5,5,10,"Communication has improved, less user inquiries, the available information is easily accessible and the overall time gain to focus on other matters is a great improvement."
"T_00674",2024-10-17,"otrs",,,,,,,
"T_00914",2024-10-24,"Freshdesk",5,3,5,5,5,10,"This is how we handle customer inquiries.I often cc my Outlook email so that I can track it in fresh desk."
"T_04626",2024-12-27,"Freshdesk",4,5,4,4,4,7,"Pros:I like the usability most about Freshdesk. Once you understand the buttons, navigating the software is seamless and moderating your team is easy. The export functions serve as a mass database and report generator all while having the ability to track corresponding infomation throughout the system."
"T_01032",2024-10-27,"Freshdesk",5,5,5,5,5,8,"our overall experience with Fresh Desk has been excellent. its simple to use, easy to manage, and we have had no complaints."
"T_02556",2024-11-29,"Zoho Desk",,,,,,,
"T_03542",2024-12-12,"Freshdesk",5,3,5,5,5,9,"Pros:I like the customer support that Freshdesk offers. Anytime I have had a question and needed it answered, they have been there. I also love their FreshMarketing feature. They have a Heat Map feature that has been extremely helpful when A/B Testing the format of our website."
"T_01303",2024-11-03,"Jira Service Management",5,3,5,4,5,9,"JIRA Service Management - solves our ticketing issues and company devices tracking issue.Also improve ticket solving procedures"
"T_01121",2024-10-29,"Zendesk",,,,,,,
"T_01227",2024-11-02,"Zoho Desk",5,4,5,5,5,7,"Helped us manage cases and issues on project management."
"T_01367",2024-11-05,"Freshdesk",5,3,5,5,5,9,"We've been using Freshdesk for our really small SAAS business for the past few years and have been really happy with the product.Freshdesk helps us ensure that none of our customers' issues EVER slips through the cracks.We're constantly getting feedback from our customers about how great our support is, and while our support reps are awesome, we owe Freshdesk the credit for keeping us organized."
"T_01629",2024-11-10,"Freshdesk",4,4,4,4,4,8,"It has been a good experience overall.It has its pros and cons, it's fast, easy, full of fabulous and really useful features. However, if you're a non-technical person and try to this DIY the customization is really tough if by any chance you're unlucky to get a not so great account manager there."
"T_03625",2024-12-13,"Zendesk",4,3,5,3,5,8,"We were able to streamline our responses to our customers in need of service, keep track of each issue the customers had and log the information into our customer files.Our response time decreased and our customers were happier with a shorter wait to fix their issues."
"T_01429",2024-11-06,"Zendesk",5,5,5,5,5,9,"Overall, the experience and usage is exemplary. The only thing I don't like is that the original analytics and reporting is being retired"
"T_04212",2024-12-21,"Zendesk",5,3,5,4,4,7,"We are satisfied with the software meeting our current needs. In the Future we will be exploring other features of Zendesk to see how they can help us in our Day to Day business"
"T_04102",2024-12-20,"Zoho Desk",4,4,4,4,4,7,"Clear idea of customer issues, made it easier to tailor support needs to our customers."
"T_03636",2024-12-13,"Zendesk",,,,,,,
"T_01696",2024-11-11,"Zendesk",,,,,,,
"T_00981",2024-10-26,"Zoho Desk",,,,,,,
"T_04511",2024-12-25,"Jira Service Management",5,3,5,5,5,9,"Pros:The interface is user friendly. I can follow projects and processes quickly and easily. The findings opened for our outsourcing solution partners are great to view and report. It is clear who does what in the team and the status of the processes can be examined by everyone."
